roll_no,gender,race_ethnicity,total_score,grade,academic_strength,lunch,test_preparation_course
std-7995,female,group B,309.0,B,77.25,1.0,1.0
std-7996,female,group B,311.0,B,77.75,1.0,0.0
std-7998,female,group C,285.0,B,71.25,1.0,0.0
std-8000,female,group A,286.0,B,71.5,1.0,1.0
std-8001,female,group D,269.0,B,67.25,1.0,0.0
std-8005,female,group C,313.0,B,78.25,1.0,1.0
std-8006,female,group D,295.0,B,73.75,1.0,1.0
std-8007,female,group C,269.0,B,67.25,0.0,0.0
std-8009,female,group C,336.0,A,84.0,0.0,0.0
std-8010,female,group B,282.0,B,70.5,1.0,0.0
std-8011,female,group B,320.0,A,80.0,1.0,0.0
std-8012,female,group D,261.0,B,65.25,0.0,1.0
std-8013,female,group B,302.0,B,75.5,1.0,1.0
std-8014,female,group E,278.0,B,69.5,0.0,0.0
std-8015,female,group D,265.0,B,66.25,0.0,0.0
std-8017,female,group C,344.0,A,86.0,1.0,0.0
std-8019,female,group E,294.0,B,73.5,1.0,0.0
std-8022,female,group E,281.0,B,70.25,0.0,1.0
std-8023,female,group C,250.0,B,62.5,1.0,0.0
std-8024,female,group C,322.0,A,80.5,0.0,0.0
std-8025,female,group A,306.0,B,76.5,1.0,1.0
std-8026,female,group C,277.0,B,69.25,0.0,0.0
std-8027,female,group D,291.0,B,72.75,1.0,0.0
std-8028,female,group D,,B,,1.0,0.0
std-8029,female,group E,270.0,B,,1.0,0.0
std-8030,female,group C,290.0,B,72.5,0.0,1.0
std-8032,female,group C,287.0,B,,1.0,1.0
std-8033,female,group D,286.0,B,71.5,,0.0
std-8034,female,group E,318.0,B,79.5,1.0,1.0
std-8035,female,,383.0,A,95.75,1.0,1.0
std-8037,female,group A,261.0,B,65.25,1.0,0.0
std-8038,female,group D,297.0,B,74.25,1.0,0.0
std-8039,female,group D,314.0,B,78.5,0.0,1.0
std-8040,female,group B,282.0,B,70.5,1.0,0.0
std-8042,female,group C,318.0,B,79.5,1.0,1.0
std-8043,female,group C,293.0,B,73.25,1.0,0.0
std-8044,female,group C,347.0,A,86.75,1.0,0.0
std-8045,female,group C,322.0,A,80.5,1.0,0.0
std-8046,female,group B,277.0,B,69.25,1.0,1.0
std-8047,female,group C,263.0,B,65.75,1.0,0.0
std-8048,female,group D,303.0,B,75.75,1.0,1.0
std-8050,female,group E,271.0,B,67.75,1.0,1.0
std-8051,female,group C,300.0,B,75.0,0.0,0.0
std-8052,female,group C,311.0,B,77.75,1.0,1.0
std-8053,female,group D,337.0,A,84.25,0.0,0.0
std-8054,female,group B,293.0,B,73.25,0.0,0.0
std-8055,female,group D,286.0,B,71.5,1.0,1.0
std-8056,female,group D,268.0,B,67.0,0.0,0.0
std-8057,female,group C,285.0,B,71.25,1.0,0.0
std-8060,female,group D,278.0,B,69.5,1.0,1.0
std-8061,female,group C,284.0,B,71.0,1.0,0.0
std-8063,female,group D,252.0,B,63.0,1.0,0.0
std-8064,female,group D,263.0,B,65.75,1.0,0.0
std-8065,female,group B,274.0,B,68.5,1.0,0.0
std-8067,female,group C,272.0,B,68.0,0.0,1.0
std-8068,female,group D,300.0,B,75.0,1.0,1.0
std-8069,female,group D,269.0,B,67.25,1.0,0.0
std-8071,female,group A,277.0,B,69.25,1.0,0.0
std-8072,female,group C,298.0,B,74.5,1.0,1.0
std-8074,female,group B,310.0,B,77.5,1.0,0.0
std-8075,female,group A,339.0,A,84.75,0.0,0.0
std-8076,female,group C,285.0,B,71.25,1.0,0.0
std-8077,female,group C,281.0,B,70.25,1.0,0.0
std-8079,female,group E,265.0,B,66.25,1.0,1.0
std-8080,female,group B,255.0,B,63.75,1.0,0.0
std-8081,female,group C,270.0,B,67.5,1.0,0.0
std-8082,female,group C,308.0,B,77.0,0.0,0.0
std-8083,female,group A,285.0,B,71.25,1.0,0.0
std-8084,female,group B,304.0,B,76.0,1.0,0.0
std-8085,female,group A,294.0,B,73.5,1.0,0.0
std-8087,female,group B,301.0,B,75.25,0.0,0.0
std-8088,female,group B,344.0,A,86.0,0.0,0.0
std-8089,female,group C,268.0,B,67.0,1.0,1.0
std-8091,female,group A,256.0,B,64.0,0.0,0.0
std-8092,female,group B,265.0,B,66.25,1.0,0.0
std-8093,female,group D,260.0,B,65.0,0.0,1.0
std-8094,female,group E,293.0,B,73.25,0.0,1.0
std-8095,female,group D,275.0,B,68.75,0.0,0.0
std-8096,female,group C,261.0,B,65.25,0.0,1.0
std-8097,female,group D,298.0,B,74.5,1.0,1.0
std-8098,female,group E,310.0,B,77.5,1.0,0.0
std-8099,female,group C,291.0,B,72.75,1.0,0.0
std-8100,female,group C,294.0,B,73.5,1.0,0.0
std-8102,female,group C,281.0,B,70.25,0.0,0.0
std-8103,female,group C,322.0,A,80.5,1.0,1.0
std-8104,female,group A,307.0,B,76.75,1.0,1.0
std-8105,female,group E,336.0,A,84.0,0.0,1.0
std-8106,female,group C,254.0,B,63.5,1.0,0.0
std-8107,female,group D,274.0,B,68.5,1.0,0.0
std-8108,female,group A,334.0,A,83.5,0.0,0.0
std-8109,female,group E,327.0,A,81.75,1.0,0.0
std-8110,female,group D,287.0,B,71.75,0.0,0.0
std-8111,female,group C,273.0,B,68.25,0.0,1.0
std-8112,female,group B,269.0,B,67.25,1.0,0.0
std-8113,female,group B,266.0,B,66.5,1.0,0.0
std-8114,female,group D,292.0,B,73.0,1.0,0.0
std-8116,female,group C,295.0,B,73.75,1.0,1.0
std-8118,female,group D,313.0,B,78.25,0.0,0.0
std-8119,female,group E,312.0,B,78.0,0.0,0.0
std-8120,female,group E,290.0,B,72.5,1.0,1.0
std-8121,female,group C,300.0,B,75.0,1.0,1.0
std-8122,female,group C,263.0,B,65.75,0.0,1.0
std-8124,female,group A,340.0,A,85.0,1.0,0.0
std-8125,female,group D,313.0,B,78.25,1.0,1.0
std-8127,female,group B,290.0,B,72.5,0.0,1.0
std-8128,female,group D,304.0,B,76.0,1.0,0.0
std-8129,female,group C,312.0,B,78.0,0.0,0.0
std-8131,female,group E,272.0,B,68.0,0.0,1.0
std-8132,female,group C,259.0,B,64.75,0.0,0.0
std-8133,female,group A,304.0,B,76.0,1.0,0.0
std-8135,female,group D,349.0,A,87.25,0.0,0.0
std-8136,female,group E,293.0,B,73.25,0.0,1.0
std-8137,female,group C,321.0,A,80.25,1.0,1.0
std-8138,female,group E,262.0,B,65.5,1.0,0.0
std-8139,female,group C,294.0,B,73.5,1.0,0.0
std-8140,female,group D,312.0,B,78.0,0.0,0.0
std-8141,female,group A,287.0,B,71.75,0.0,1.0
std-8142,female,group C,272.0,B,68.0,1.0,1.0
std-8144,female,group E,314.0,B,78.5,0.0,0.0
std-8145,female,group C,259.0,B,64.75,1.0,1.0
std-8146,female,group D,319.0,B,79.75,1.0,0.0
std-8147,female,group C,272.0,B,68.0,1.0,1.0
std-8148,female,group E,343.0,A,85.75,1.0,1.0
std-8149,female,group D,269.0,B,67.25,1.0,0.0
std-8150,female,group C,285.0,B,71.25,1.0,1.0
std-8151,female,group E,292.0,B,73.0,1.0,0.0
std-8152,female,group C,294.0,B,73.5,1.0,0.0
std-8153,female,group D,265.0,B,66.25,1.0,0.0
std-8154,female,group B,288.0,B,72.0,1.0,0.0
std-8155,female,group D,269.0,B,67.25,0.0,0.0
std-8157,female,group D,255.0,B,63.75,1.0,0.0
std-8158,female,group B,332.0,A,83.0,1.0,0.0
std-8159,female,group B,308.0,B,77.0,0.0,1.0
std-8160,female,group E,326.0,A,81.5,0.0,0.0
std-8162,female,group C,314.0,B,78.5,0.0,0.0
std-8164,female,group A,309.0,B,77.25,1.0,0.0
std-8165,female,group A,294.0,B,73.5,1.0,1.0
std-8166,female,group A,302.0,B,75.5,1.0,0.0
std-8167,female,group A,257.0,B,64.25,0.0,1.0
std-8169,female,group C,350.0,A,87.5,1.0,1.0
std-8172,female,group D,281.0,B,70.25,1.0,1.0
std-8173,female,group D,333.0,A,83.25,0.0,0.0
std-8174,female,group B,295.0,B,73.75,1.0,0.0
std-8175,female,group D,301.0,B,75.25,1.0,0.0
std-8178,female,group A,266.0,B,66.5,1.0,0.0
std-8179,female,group E,262.0,B,65.5,1.0,0.0
std-8180,female,group A,255.0,B,63.75,0.0,0.0
std-8181,female,group A,292.0,B,73.0,0.0,0.0
std-8182,female,group A,280.0,B,70.0,1.0,1.0
std-8183,female,group C,256.0,B,64.0,1.0,0.0
std-8184,female,group E,265.0,B,66.25,1.0,0.0
std-8185,female,group D,274.0,B,68.5,0.0,0.0
std-8186,female,group D,291.0,B,72.75,0.0,0.0
std-8187,female,group D,292.0,B,73.0,1.0,0.0
std-8188,female,group C,353.0,A,88.25,1.0,0.0
std-8189,female,group C,311.0,B,77.75,1.0,1.0
std-8190,female,group C,292.0,B,73.0,0.0,0.0
std-8191,female,group B,266.0,B,66.5,0.0,1.0
std-8192,female,group E,272.0,B,68.0,0.0,0.0
std-8193,female,group C,284.0,B,71.0,1.0,1.0
std-8194,female,group A,261.0,B,65.25,1.0,0.0
std-8195,female,group D,293.0,B,73.25,1.0,1.0
std-8196,female,group B,267.0,B,66.75,0.0,0.0
std-8199,female,group B,347.0,A,86.75,1.0,1.0
std-8200,female,group D,312.0,B,78.0,1.0,1.0
std-8201,female,group C,292.0,B,73.0,1.0,1.0
std-8202,female,group D,258.0,B,64.5,1.0,0.0
std-8203,female,group E,284.0,B,71.0,0.0,0.0
std-8204,female,group C,254.0,B,63.5,1.0,0.0
std-8205,female,group C,303.0,B,75.75,0.0,0.0
std-8206,female,group A,293.0,B,73.25,0.0,0.0
std-8207,female,group C,286.0,B,71.5,0.0,0.0
std-8208,female,group C,276.0,B,69.0,1.0,1.0
std-8209,female,group B,327.0,A,81.75,1.0,0.0
std-8210,female,group D,330.0,A,82.5,1.0,1.0
std-8214,female,group D,280.0,B,70.0,0.0,0.0
std-8215,female,group D,296.0,B,74.0,1.0,0.0
std-8216,female,group D,288.0,B,72.0,0.0,0.0
std-8217,female,group A,264.0,B,66.0,1.0,0.0
std-8219,female,group E,316.0,B,79.0,1.0,0.0
std-8220,female,group A,302.0,B,75.5,0.0,0.0
std-8221,female,group A,304.0,B,76.0,1.0,0.0
std-8222,female,group D,298.0,B,74.5,1.0,1.0
std-8226,female,group B,297.0,B,74.25,1.0,1.0
std-8227,female,group B,314.0,B,78.5,1.0,0.0
std-8228,female,group C,276.0,B,69.0,1.0,0.0
std-8229,female,group B,272.0,B,68.0,0.0,0.0
std-8230,female,group E,252.0,B,63.0,1.0,0.0
std-8231,female,group B,276.0,B,69.0,1.0,0.0
std-8232,female,group E,348.0,A,87.0,1.0,1.0
std-8236,female,group A,323.0,A,80.75,1.0,1.0
std-8237,female,group B,312.0,B,78.0,1.0,0.0
std-8238,female,group E,286.0,B,71.5,1.0,1.0
std-8239,female,group B,263.0,B,65.75,0.0,1.0
std-8240,female,group C,251.0,B,62.75,0.0,1.0
std-8241,female,group C,269.0,B,67.25,1.0,0.0
std-8242,female,group B,328.0,A,82.0,1.0,0.0
std-8243,female,group C,274.0,B,68.5,0.0,0.0
std-8244,female,group C,319.0,B,79.75,1.0,0.0
std-8245,female,group C,264.0,B,66.0,1.0,1.0
std-8247,female,group D,259.0,B,64.75,0.0,1.0
std-8249,female,group B,281.0,B,70.25,1.0,1.0
std-8250,female,group E,299.0,B,74.75,1.0,0.0
std-8251,female,group D,284.0,B,71.0,1.0,0.0
std-8252,female,group E,258.0,B,64.5,1.0,0.0
std-8254,female,group B,288.0,B,72.0,0.0,0.0
std-8255,female,group C,306.0,B,76.5,0.0,1.0
std-8256,female,group C,300.0,B,75.0,1.0,1.0
std-8257,female,group C,266.0,B,66.5,1.0,1.0
std-8258,female,group A,335.0,A,83.75,1.0,0.0
std-8259,female,group D,306.0,B,76.5,1.0,0.0
std-8260,female,group E,281.0,B,70.25,1.0,0.0
std-8261,female,group E,291.0,B,72.75,1.0,1.0
std-8262,female,group A,265.0,B,66.25,0.0,0.0
std-8263,female,group C,284.0,B,71.0,1.0,0.0
std-8265,female,group B,277.0,B,69.25,1.0,0.0
std-8269,female,group E,307.0,B,76.75,1.0,0.0
std-8270,female,group D,277.0,B,69.25,1.0,0.0
std-8271,female,group D,321.0,A,80.25,1.0,1.0
std-8272,female,group C,271.0,B,67.75,0.0,0.0
std-8274,female,group B,292.0,B,73.0,1.0,0.0
std-8275,female,group A,287.0,B,71.75,1.0,1.0
std-8277,female,group E,261.0,B,65.25,1.0,1.0
std-8278,female,group D,251.0,B,62.75,1.0,0.0
std-8282,female,group E,315.0,B,78.75,1.0,0.0
std-8283,female,group D,297.0,B,74.25,1.0,1.0
std-8284,female,group C,271.0,B,67.75,1.0,1.0
std-8285,female,group C,262.0,B,65.5,1.0,0.0
std-8287,female,group D,251.0,B,62.75,0.0,1.0
std-8288,female,group E,306.0,B,76.5,1.0,1.0
std-8289,female,group D,275.0,B,68.75,1.0,1.0
std-8290,female,group E,272.0,B,68.0,0.0,1.0
std-8293,female,group C,296.0,B,74.0,1.0,1.0
std-8297,female,group A,265.0,B,66.25,1.0,0.0
std-8298,female,group D,279.0,B,69.75,1.0,0.0
std-8299,female,group D,261.0,B,65.25,1.0,0.0
std-8300,female,group C,298.0,B,74.5,1.0,0.0
std-8301,female,group E,256.0,B,64.0,0.0,1.0
std-8302,female,group E,302.0,B,75.5,0.0,0.0
std-8303,female,group D,316.0,B,79.0,1.0,1.0
std-8304,female,group C,284.0,B,71.0,1.0,0.0
std-8305,female,group A,279.0,B,69.75,1.0,0.0
std-8307,female,group A,267.0,B,66.75,1.0,0.0
std-8309,female,group E,271.0,B,67.75,1.0,0.0
std-8310,female,group A,298.0,B,74.5,1.0,0.0
std-8312,female,group A,292.0,B,73.0,1.0,0.0
std-8316,female,group C,275.0,B,68.75,1.0,0.0
std-8317,female,group D,327.0,A,81.75,0.0,0.0
std-8318,female,group C,320.0,A,80.0,1.0,1.0
std-8319,female,group C,250.0,B,62.5,1.0,0.0
std-8320,female,group B,301.0,B,75.25,1.0,0.0
std-8321,female,group E,268.0,B,67.0,1.0,0.0
std-8322,female,group C,294.0,B,73.5,0.0,0.0
std-8323,female,group D,300.0,B,75.0,1.0,1.0
std-8326,female,group D,327.0,A,81.75,1.0,0.0
std-8327,female,group B,259.0,B,64.75,1.0,0.0
std-8329,female,group E,258.0,B,64.5,0.0,0.0
std-8330,female,group A,343.0,A,85.75,1.0,1.0
std-8331,female,group D,255.0,B,63.75,1.0,0.0
std-8332,female,group E,304.0,B,76.0,1.0,0.0
std-8333,female,group E,282.0,B,70.5,0.0,0.0
std-8334,female,group D,347.0,A,86.75,1.0,1.0
std-8336,female,group B,256.0,B,64.0,1.0,0.0
std-8337,female,group D,307.0,B,76.75,0.0,0.0
std-8338,female,group C,351.0,A,87.75,1.0,1.0
std-8339,female,group E,263.0,B,65.75,1.0,1.0
std-8342,female,group C,266.0,B,66.5,1.0,0.0
std-8345,female,group B,267.0,B,66.75,1.0,1.0
std-8346,female,group D,262.0,B,65.5,1.0,0.0
std-8347,female,group A,256.0,B,64.0,0.0,1.0
std-8348,female,group C,295.0,B,73.75,1.0,1.0
std-8349,female,group E,313.0,B,78.25,1.0,0.0
std-8350,female,group A,254.0,B,63.5,1.0,0.0
std-8352,female,group D,264.0,B,66.0,1.0,1.0
std-8353,female,group A,298.0,B,74.5,1.0,0.0
std-8354,female,group A,277.0,B,69.25,1.0,1.0
std-8355,female,group A,319.0,B,79.75,1.0,0.0
std-8357,female,group D,290.0,B,72.5,1.0,0.0
std-8358,female,group C,318.0,B,79.5,0.0,1.0
std-8359,female,group D,280.0,B,70.0,1.0,0.0
std-8360,female,group A,340.0,A,85.0,1.0,1.0
std-8361,female,group A,278.0,B,69.5,0.0,0.0
std-8362,female,group B,264.0,B,66.0,1.0,0.0
std-8363,female,group C,276.0,B,69.0,1.0,1.0
std-8366,female,group A,286.0,B,71.5,1.0,0.0
std-8367,female,group B,279.0,B,69.75,1.0,0.0
std-8369,female,group B,286.0,B,71.5,0.0,0.0
std-8370,female,group C,301.0,B,75.25,1.0,1.0
std-8371,female,group E,282.0,B,70.5,0.0,0.0
std-8372,female,group C,288.0,B,72.0,1.0,1.0
std-8374,female,group D,291.0,B,72.75,0.0,0.0
std-8375,female,group C,294.0,B,73.5,1.0,0.0
std-8377,female,group C,268.0,B,67.0,1.0,0.0
std-8378,female,group D,342.0,A,85.5,1.0,1.0
std-8379,female,group A,282.0,B,70.5,0.0,1.0
std-8380,female,group E,315.0,B,78.75,1.0,0.0
std-8381,female,group E,280.0,B,70.0,0.0,0.0
std-8382,female,group D,357.0,A,89.25,1.0,0.0
std-8384,female,group E,254.0,B,63.5,1.0,0.0
std-8385,female,group C,274.0,B,68.5,0.0,0.0
std-8386,female,group E,289.0,B,72.25,1.0,1.0
std-8387,female,group C,298.0,B,74.5,1.0,0.0
std-8388,female,group D,271.0,B,67.75,0.0,0.0
std-8389,female,group C,281.0,B,70.25,1.0,0.0
std-8391,female,group E,258.0,B,64.5,1.0,0.0
std-8393,female,group B,256.0,B,64.0,1.0,0.0
std-8394,female,group B,349.0,A,87.25,1.0,0.0
std-8395,female,group E,316.0,B,79.0,1.0,1.0
std-8396,female,group D,301.0,B,75.25,0.0,1.0
std-8398,female,group E,313.0,B,78.25,1.0,1.0
std-8400,female,group E,338.0,A,84.5,1.0,1.0
std-8403,female,group D,280.0,B,70.0,1.0,0.0
std-8404,female,group A,308.0,B,77.0,0.0,0.0
std-8406,female,group D,292.0,B,73.0,0.0,0.0
std-8407,female,group E,264.0,B,66.0,0.0,0.0
std-8408,female,group B,303.0,B,75.75,0.0,0.0
std-8409,female,group A,295.0,B,73.75,0.0,0.0
std-8410,female,group D,262.0,B,65.5,0.0,0.0
std-8412,female,group B,323.0,A,80.75,0.0,1.0
std-8413,female,group C,296.0,B,74.0,0.0,0.0
std-8414,female,group E,283.0,B,70.75,1.0,0.0
std-8415,female,group B,273.0,B,68.25,1.0,1.0
std-8417,female,group B,303.0,B,75.75,1.0,1.0
std-8418,female,group D,271.0,B,67.75,1.0,1.0
std-8419,female,group C,289.0,B,72.25,0.0,0.0
std-8420,female,group D,293.0,B,73.25,1.0,1.0
std-8421,female,group E,265.0,B,66.25,1.0,1.0
std-8422,female,group C,306.0,B,76.5,1.0,1.0
std-8423,female,group D,274.0,B,68.5,0.0,0.0
std-8424,female,group B,265.0,B,66.25,1.0,0.0
std-8425,female,group D,288.0,B,72.0,1.0,0.0
std-8426,female,group C,303.0,B,75.75,1.0,1.0
std-8428,female,group C,266.0,B,66.5,1.0,1.0
std-8429,female,group C,274.0,B,68.5,0.0,1.0
std-8430,female,group A,269.0,B,67.25,1.0,0.0
std-8431,female,group A,304.0,B,76.0,1.0,1.0
std-8432,female,group D,308.0,B,77.0,1.0,0.0
std-8434,female,group A,270.0,B,67.5,1.0,1.0
std-8436,female,group B,306.0,B,76.5,0.0,0.0
std-8438,female,group D,342.0,A,85.5,1.0,0.0
std-8439,female,group C,298.0,B,74.5,1.0,1.0
std-8440,female,group C,261.0,B,65.25,1.0,0.0
std-8441,female,group B,362.0,A,90.5,1.0,1.0
std-8442,female,group E,313.0,B,78.25,0.0,0.0
std-8443,female,group C,294.0,B,73.5,1.0,0.0
std-8444,female,group D,268.0,B,67.0,0.0,1.0
std-8445,female,group C,374.0,A,93.5,1.0,0.0
std-8446,female,group C,258.0,B,64.5,1.0,1.0
std-8447,female,group B,309.0,B,77.25,0.0,1.0
std-8450,female,group C,318.0,B,79.5,1.0,1.0
std-8451,female,group B,264.0,B,66.0,0.0,0.0
std-8452,female,group E,279.0,B,69.75,1.0,1.0
std-8453,female,group E,281.0,B,70.25,1.0,0.0
std-8454,female,group B,304.0,B,76.0,1.0,0.0
std-8455,female,group D,284.0,B,71.0,1.0,1.0
std-8456,female,group D,268.0,B,67.0,1.0,0.0
std-8457,female,group C,331.0,A,82.75,0.0,1.0
std-8458,female,group D,323.0,A,80.75,1.0,0.0
std-8459,female,group C,299.0,B,74.75,1.0,0.0
std-8460,female,group B,254.0,B,63.5,1.0,0.0
std-8461,female,group C,301.0,B,75.25,1.0,1.0
std-8462,female,group C,278.0,B,69.5,1.0,1.0
std-8463,female,group E,250.0,B,62.5,1.0,0.0
std-8464,female,group B,323.0,A,80.75,1.0,0.0
std-8465,female,group D,290.0,B,72.5,1.0,0.0
std-8466,female,group A,261.0,B,65.25,0.0,1.0
std-8467,female,group D,292.0,B,73.0,1.0,1.0
std-8468,female,group B,300.0,B,75.0,1.0,0.0
std-8469,female,group D,271.0,B,67.75,0.0,1.0
std-8470,female,group B,316.0,B,79.0,1.0,0.0
std-8472,female,group B,272.0,B,68.0,0.0,0.0
std-8474,female,group E,253.0,B,63.25,0.0,1.0
std-8475,female,group C,274.0,B,68.5,1.0,1.0
std-8476,female,group C,290.0,B,72.5,1.0,1.0
std-8477,female,group D,297.0,B,74.25,1.0,0.0
std-8478,female,group C,276.0,B,69.0,1.0,0.0
std-8479,female,group D,291.0,B,72.75,1.0,1.0
std-8484,female,group E,273.0,B,68.25,1.0,0.0
std-8487,female,group B,272.0,B,68.0,0.0,0.0
std-8488,female,group C,281.0,B,70.25,1.0,0.0
std-8489,female,group C,296.0,B,74.0,1.0,1.0
std-8490,female,group C,276.0,B,69.0,0.0,0.0
std-8492,female,group E,264.0,B,66.0,1.0,1.0
std-8493,female,group C,253.0,B,63.25,0.0,1.0
std-8494,female,group B,313.0,B,78.25,1.0,0.0
std-8495,female,group D,338.0,A,84.5,1.0,1.0
std-8496,female,group B,284.0,B,71.0,0.0,1.0
std-8498,female,group E,320.0,A,80.0,0.0,0.0
std-8499,female,group C,299.0,B,74.75,0.0,1.0
std-8500,female,group D,316.0,B,79.0,0.0,0.0
std-8501,female,group D,281.0,B,70.25,0.0,1.0
std-8502,female,group A,258.0,B,64.5,1.0,1.0
std-8503,female,group C,282.0,B,70.5,1.0,0.0
std-8504,female,group E,295.0,B,73.75,0.0,1.0
std-8506,female,group B,297.0,B,74.25,1.0,1.0
std-8508,female,group C,260.0,B,65.0,1.0,1.0
std-8509,female,group C,311.0,B,77.75,1.0,0.0
std-8510,female,group B,288.0,B,72.0,1.0,1.0
std-8511,female,group A,329.0,A,82.25,1.0,0.0
std-8512,female,group D,265.0,B,66.25,0.0,1.0
std-8513,female,group A,259.0,B,64.75,1.0,0.0
std-8514,female,group A,267.0,B,66.75,0.0,1.0
std-8515,female,group E,255.0,B,63.75,1.0,0.0
std-8516,female,group D,284.0,B,71.0,0.0,0.0
std-8517,female,group D,251.0,B,62.75,0.0,0.0
std-8519,female,group B,283.0,B,70.75,0.0,1.0
std-8521,female,group C,266.0,B,66.5,0.0,0.0
std-8523,female,group B,330.0,A,82.5,1.0,0.0
std-8525,female,group C,283.0,B,70.75,0.0,1.0
std-8526,female,group A,343.0,A,85.75,1.0,0.0
std-8527,female,group C,343.0,A,85.75,1.0,1.0
std-8528,female,group E,297.0,B,74.25,1.0,0.0
std-8529,female,group C,284.0,B,71.0,1.0,0.0
std-8531,female,group E,267.0,B,66.75,0.0,0.0
std-8532,female,group E,257.0,B,64.25,1.0,0.0
std-8534,female,group D,287.0,B,71.75,0.0,0.0
std-8535,female,group B,293.0,B,73.25,0.0,1.0
std-8537,female,group C,269.0,B,67.25,1.0,0.0
std-8538,female,group D,283.0,B,70.75,1.0,1.0
std-8539,female,group C,301.0,B,75.25,1.0,0.0
std-8540,female,group A,308.0,B,77.0,0.0,0.0
std-8542,female,group D,275.0,B,68.75,1.0,1.0
std-8543,female,group B,306.0,B,76.5,0.0,0.0
std-8547,female,group D,258.0,B,64.5,1.0,0.0
std-8550,female,group D,267.0,B,66.75,0.0,0.0
std-8551,female,group C,288.0,B,72.0,1.0,0.0
std-8552,female,group D,291.0,B,72.75,1.0,0.0
std-8553,female,group D,296.0,B,74.0,1.0,1.0
std-8555,female,group D,256.0,B,64.0,0.0,0.0
std-8556,female,group E,339.0,A,84.75,1.0,1.0
std-8557,female,group C,284.0,B,71.0,0.0,0.0
std-8558,female,group C,313.0,B,78.25,1.0,0.0
std-8559,female,group C,284.0,B,71.0,1.0,0.0
std-8560,female,group A,275.0,B,68.75,0.0,1.0
std-8561,female,group B,310.0,B,77.5,0.0,1.0
std-8563,female,group A,295.0,B,73.75,1.0,1.0
std-8564,female,group A,258.0,B,64.5,1.0,1.0
std-8566,female,group C,271.0,B,67.75,1.0,0.0
std-8567,female,group C,267.0,B,66.75,1.0,1.0
std-8568,female,group B,322.0,A,80.5,0.0,1.0
std-8569,female,group C,315.0,B,78.75,1.0,0.0
std-8572,female,group B,294.0,B,73.5,0.0,0.0
std-8573,female,group D,318.0,B,79.5,1.0,0.0
std-8574,female,group E,279.0,B,69.75,1.0,0.0
std-8575,female,group D,322.0,A,80.5,1.0,1.0
std-8576,female,group C,342.0,A,85.5,1.0,0.0
std-8577,female,group C,306.0,B,76.5,1.0,0.0
std-8578,female,group D,264.0,B,66.0,0.0,1.0
std-8579,female,group C,305.0,B,76.25,1.0,0.0
std-8581,female,group C,313.0,B,78.25,0.0,1.0
std-8582,female,group E,297.0,B,74.25,0.0,0.0
std-8584,female,group D,284.0,B,71.0,0.0,0.0
std-8586,female,group B,267.0,B,66.75,1.0,0.0
std-8588,female,group E,273.0,B,68.25,1.0,1.0
std-8589,female,group D,280.0,B,70.0,1.0,1.0
std-8590,female,group E,255.0,B,63.75,0.0,0.0
std-8591,female,group C,302.0,B,75.5,1.0,0.0
std-8593,female,group D,270.0,B,67.5,1.0,0.0
std-8594,female,group C,310.0,B,77.5,0.0,0.0
std-8595,female,group B,300.0,B,75.0,1.0,0.0
std-8597,female,group B,277.0,B,69.25,1.0,1.0
std-8598,female,group C,303.0,B,75.75,1.0,0.0
std-8599,female,group B,317.0,B,79.25,1.0,0.0
std-8600,female,group A,275.0,B,68.75,1.0,1.0
std-8602,female,group C,301.0,B,75.25,1.0,1.0
std-8603,female,group B,299.0,B,74.75,1.0,0.0
std-8604,female,group B,299.0,B,74.75,0.0,1.0
std-8605,female,group D,290.0,B,72.5,1.0,1.0
std-8608,female,group C,257.0,B,64.25,1.0,0.0
std-8609,female,group B,285.0,B,71.25,0.0,0.0
std-8611,female,group C,294.0,B,73.5,1.0,0.0
std-8612,female,group C,265.0,B,66.25,1.0,0.0
std-8613,female,group D,282.0,B,70.5,0.0,0.0
std-8614,female,group E,251.0,B,62.75,1.0,1.0
std-8615,female,group C,259.0,B,64.75,1.0,0.0
std-8617,female,group C,285.0,B,71.25,1.0,0.0
std-8618,female,group A,268.0,B,67.0,1.0,0.0
std-8620,female,group C,293.0,B,73.25,1.0,0.0
std-8621,female,group C,293.0,B,73.25,0.0,0.0
std-8622,female,group E,300.0,B,75.0,0.0,1.0
std-8623,female,group D,320.0,A,80.0,0.0,1.0
std-8624,female,group B,320.0,A,80.0,1.0,1.0
std-8625,female,group C,278.0,B,69.5,1.0,1.0
std-8626,female,group E,290.0,B,72.5,1.0,0.0
std-8627,female,group C,323.0,A,80.75,0.0,1.0
std-8628,female,group D,273.0,B,68.25,0.0,1.0
std-8629,female,group A,256.0,B,64.0,0.0,0.0
std-8630,female,group D,252.0,B,63.0,0.0,0.0
std-8632,female,group B,307.0,B,76.75,1.0,0.0
std-8633,female,group D,306.0,B,76.5,0.0,0.0
std-8634,female,group E,307.0,B,76.75,1.0,1.0
std-8635,female,group E,275.0,B,68.75,0.0,0.0
std-8637,female,group C,268.0,B,67.0,1.0,1.0
std-8638,female,group E,321.0,A,80.25,0.0,0.0
std-8639,female,group A,321.0,A,80.25,1.0,0.0
std-8640,female,group A,277.0,B,69.25,1.0,0.0
std-8641,female,group B,299.0,B,74.75,0.0,0.0
std-8642,female,group D,307.0,B,76.75,0.0,1.0
std-8643,female,group E,263.0,B,65.75,1.0,1.0
